"MAPLE INTERNATIONAL CURRENCY INC.","5215","FINCH AVE E","UNIT 114","SCARBOROUGH","ON","4163353100","M1S0C2"
"KABAYAN FILIPINO STORE ON 66TH INC.","4202A","66TH ST NW"," ","EDMONTON","AB","7804137001","T6K 4A2"
" ","4661","AVE VAN HORNE","SUITE 4","MONTREAL","QC","5147317450","H3W 1H9"
"9251-9552 QUEBEC INC","1435","RUE STANLEY"," ","MONTREAL","QC","5142846636","H3A1P4"
"SHIM GROUP INC","10159","YONGE ST"," ","RICHMOND HILL","ON","9055082580","L4C1T5"
"CAN-INDIA MONEY EXCHANGE LTD.","9050","PRINCE CHIRLES BOULVARD CANADA"," ","SURREY","BC","7782459996","V3B 1R5"
" ","2448","MAIN STREET"," ","VANCOUVER","BC","6048741400","V5T3E2"
"JIE TONG INTERNATIONAL INC.","4675","STEELES AVE E"," ","TORONTO","ON","6478896577","M1V 4S5"
"KELSO INTERNATIONAL CORPORTION","6-470","KING STREET WEST","#786","OSHAWA","ON","9059223858","L1J2K9"
" ","7310","FREDERICK AVE CANADA"," ","BURNABY","BC","6044316773","V5J 3Y2"
"SUNJUNE INC.","4300","STEELES AVENUE E"," ","MARKHAM","ON","8882167321","L3R0Y5"
"CURRENCY HOUSE INC","345","ADELAIDE STREET WEST CANADA"," ","TORONTO","ON","4165911196","M5V1R5"
"CURRENCY EXCHANGE INTERNATIONAL OF CANADA CORP.","390","BAY STREET","SUITE 700","TORONTO","ON","4164799055","M5H 2Y2"
"2303257 ONTARIO LTD.","1747","ALBION ROAD","UNIT #3","ETOBICOKE","ON","4167594466","M9V1C3"
"WORLD FIRST USA INC.","206","E. 9TH STREET","SUITE 1900","AUSTIN","TX","7372094009","78701"
"JUBA EXPRESS INC","102-4202","17 AVE SE"," ","CALGARY","AB","4162414475","T2A 0T2"
"EGLOBAL INC.","105","DUNDAS STREET WEST CANADA"," ","MISSISSAUGA","ON","9055668953","L5B1H8"
"ZACCARIA CONSULTANTS INC.","720","SPADINA AVE SUITE 510"," ","TORONTO","ON","4163334005","M5S2T9"
" ","124","WEST 15TH STREET"," ","NORTH VANCOUVER","BC","7783732848","V7M 1R5"
"1862321 ONTARIO INC","36","CAMDEN DRIVE"," ","CONCORD","ON","6472809917","L4K 5S7"
"ITC INVOICE TO CASH INC","2600","SKYMARK AVE BLG 3","UNIT 103","MISSISSAUGA","ON","9056141940","L4W 5B2"
" ","145","EAST BROADWAY"," ","VANCOUVER","BC","6048740679","V5T1W1"
"HAMLET FOREIGN EXCHANGE SERVICES INC.","412-109","JAMESON AVE CANADA"," ","TORONTO","ON","6473794789","M6K2X2"
"ARGAB REMIT INC.","6600","TRANS-CANADA HIGHWAY","SUITE 750","POINTE-CLAIRE","QC","5149072662","H9R 4S2"
" ","2480","EGLINTON AVE W","APT 810","YORK","ON","4164569577","M6M 5G9 "
"1035596 ALBERTA LTD","8882","170TH STREET"," ","EDMONTON","AB","7804897779","T5T 1J8"
"TRIPLE B","6338","VICTORIA AVE.","SUITE NO. 4","MONTREAL","QC","5147317450","H3W 2S5"
"HONG LAN SERVICES INC.","9113","BOLSA AVE SUITE 122"," ","WESTMINSTER","CA","7146974055","92683"
"JKG FINANCIAL SERVICES INC","7025","TOMKEN RD","SUITE 262","MISSISSAUGA","ON","6479635474","L5S 1R6"
"LAPARKAN TRADING LIMITED","5250","FINCH AVE E UNIT 13/14"," ","SCARBOROUGH","ON","4162924370","M1S 5A5"
"AMIR CURRENCY EXCHANGE INC","91","DEEP DENE PL CANADA"," ","WEST VANCOUVER","BC","7788372677","V7S 1A3"
" ","589B","YONGE STREET"," ","TORONTO","ON","4168785282","M4Y 1Z4"
"HORIZON FINANCIAL CORP.","17-2325","HURONTARIO STREET"," ","MISSISSAUGA","ON","9052906083","L5A4C7"
"MAANDEEQ EXPRESS AND EXCHANGE INC.","103-380","TERMINAL AVE CANADA"," ","OTTAWA","ON","6138828080","K1G 0Z3"
" ","5030","FAIRWIND DRIVE"," ","MISSISSAUGA","ON","6474576267","L5R3P8"
"INTERNATIONAL FINANCIAL EMPIRE LTD","3933","14 IÈME RUE CANADA"," ","LAVAL","QC","5142938325","H7R2S1"
"2297970 ONTARIO INC.","1110","FINCH AVENUE WEST CANADA"," ","NORTH YORK","ON","6472038301","M3J2T2"
"BUREAU DE CHANGE PRIMEX INC.","1045","ST-VIATEUR AVE CANADA"," ","MONTREAL","QC","5147756419","H2V1Y4"
" ","857-400","WEBB PLACE CANADA"," ","WINNIPEG","MB","2042290303","R3B3J3"
" ","2419","1 AVE NW"," ","CALGARY","AB","4032702274","T2N 0C1"
"ATLAS BULLION AND CURRENCY EXCHANGE LTD","202-828","HARBOURSIDE DRIVE"," ","NORTH VANCOUVER","BC","6044405070","V7P3R9"
" ","194","GORE PLACE CANADA"," ","REGINA","SK","3065462729","S4T7S4"
"NCRYPT FINANCIAL CORP.","915-1045","HOWE"," ","VANCOUVER","BC","6045686207","V6Z2A9"
"YAVADE LTD","14-30","EGLINTON AVE WEST","UNIT 111","MISSISSSAUGA","ON","6479942979","L5R0C1"
"A.E. GLOBAL FINANCIAL SERVICES INC.","208-370","STEELS AVE WEST CANADA"," ","VAGHAN","ON","4168327176","L4J6X1"
"9197-3974 QUEBEC INC","2975","RUE HOCHELAGA"," ","MONTREAL","QC","5144094736","H1W 1G1"
" ","2613","EGLINTON AVE EAST","UNIT 1","SCARBOROUGH","ON","4168176573","M1K2S2"
"OK REMESSAS LTD","1315","DUNDAS STREET WEST CANADA"," ","TORONTO","ON","6473512906","M6J1X8"
"FIDDLEHEAD INVESTMENTS INC.","5237","SUMMERLIN COMMONS BLVD SUITE 220"," ","FORT MYERS","FL","2392752160","33907"
"POLAR AURORA CORP."," "," "," "," "," ","4162689175"," "
"1192530 ONTARIO INC."," "," "," ","ERBIL","ON","5196191066","N6C 3C2"
"6990657 CANADA LIMITED","60","BRISTOL ROAD EAST","SUITE 303","MISSISSAUGA","ON","4168368132","L4Z 3K8"
"VYGA FOREX CORPORATION","857-400","WEBB PLACE CANADA"," ","WINNIPEG","MB","2042290303","R3B3J3"
"CHARLIE'S CURRENCY EXCHANGE LTD","827"," "," ","VANCOUVER","BC","6046882500","V6Z1K7"
"GLOBAL HEDGING CORP.","50","GERRARD ST EAST CANADA","UNIT 526","TORONTO","ON","3478816500","M5B 1J6"
"ACTIVATE FX INC.","132","MAMMOTH HALL TRAIL"," ","SCARBOROUGH","ON","4165793786","M1B1P9"
" ","888","DE L'EGLISE ST"," ","VERDUN","QC","5142254179","H4G 2N2"
"USCANADA EXCHANGE LTD","135","RESURRECTION DR"," ","KITCHENER","ON","6474283060","N2N 3H1"
"KIAN INTERNATIONAL TRADING INC.","6126","YONGE STREET"," ","TORONTO","ON","4168937371","M2M 3W7"
"WORLD FIRST UK LIMITED","21-24","MILLBANK"," ","LONDON"," ","7372094009","SW1P4QP"
"ABS-CBN CANADA REMITTANCE INC.","757","WARDEN AVE CANADA"," ","SCARBOROUGH","ON","4166011886","M1L4B5"
"MIDTOWN CASH N GO INC.","8","MIDTOWN DR.","UNIT 5","OSHAWA","ON","6478954000","L1J3Z7"
"1718590 ONTARIO INC.","240","SPARKS ST. C1-ATRIUM"," ","OTTAWA","ON","6135965505","K1P6C9"
" ","110","UDVARI CRESCENT"," ","KITCHENER","ON","2266471585","N2N0A2"
"CHEENA FOREIGN EXCHANGE INC.","44"," "," ","MAPLE","ON","9053038996","L6A 1N8"
"SUDALINK INC.","432","HUNTSVILLE CRES NW","#202","CALGARY","AB","4036806671","T2K5E1"
"FOREXNORTH ENTERPRISES INC.","3843","154 STREET"," ","SURREY","BC","6048071342","V3S0V3"
"MULTIPLE CURRENCY EXCHANGE LTD.","109","12827 76TH AVENUE"," ","SURREY","BC","6045033650","V3W2V3"
"SHEL-EL INTERNATIONAL INC.","146","ROYAL PALM DR."," ","THORNHILL","ON","4162194054","L4J8K1"
"9259-5222 QUEBEC INC","2051A","SAINT DENIS ST"," ","MONTREAL","QC","5145940788","H2X 3K8"
"RE-GENESIS FUND LTD","500","ST MARTIN BLVD W SUITE 550"," ","LAVAL","QC","5145896171","H7M3Y2"
"BORDER CITY STORAGE LIMITED","1019","ELLIOTT ST W CANADA"," ","WINDSOR","ON","5192545134","N9A 5Z8"
"TAYPE INTERNATIONAL BUSINESS SERVICES INC.","888","DE L'EGLISE ST"," ","VERDUN","QC","5142254179","H4G 2N2"
"QUICKXCHANGE CURRENCY SERVICES INC.","10265","YONGE STREET","UNIT B","RICHMOND HILL","ON","4166281020","L4C 4Y7"
"MOBICASH SOLUTIONS INC.","175","COMMERCE VALLEY DR. WEST","SUITE 310","THORNHILL","ON","9057633001","L3T 7P6"
"ATABEY TOUR TRAVEL CORP.","10","FOUR SEASONS PLACE","SUITE 1000","TORONTO","ON","6047579676","M9B 6H7"
"9259-7731 QUÉBEC INC.","1172","SAINTE-CATHERINE OUEST"," ","MONTREAL","QC","5148757479","H3B 1K1"
"2320504 ONTARIO LIMITED","187","ASCALON DR"," ","MAPLE","ON","2048904811","L6A 0M8"
" ","57-199","WESTWOOD ROAD"," ","GUELPH","ON","5199934312","N1H 7S1"
"ALPHATRADE INC.","1729","BANK STREET","UNIT 210","OTTAWA","ON","6132602338","K1V7Z5"
"ACCESS BETTER CARE & CONSULTATION INC.","1370","DON MILLS ROAD","SUITE NO. P300","TORONTO","ON","4166453027","M3B3N7"
"FIRST TRANSFER INC.","100","111 5 AVE SW","SUITE 333","CALGARY","AB","8006501307","T2P3Y6"
" ","4 11746","GROAT RD"," ","EDMONTON","AB","7807078547","T5M 3K5"
"SILVER UNION FINANCIAL INC","520","6TH ST"," ","NEW WESTMINSTER","BC","6045203423","V3L 3B4"
"DEX INTERNATIONAL LTD","10230","152ND ST","UNIT 209","SURREY,","BC","447919941313","V3R6N7"
"HENG SHENG FINANCIAL PARTY LTD.","1425-4540","NO. 3 ROAD"," ","RICHMOND","BC","6046448387","V6X 4E4"
" ","852","RUNDLECAIRN WAY NE CANADA"," ","CALGARY","AB","4039788219","T1Y 2R7"
"8118779 CANADA INC","73","COLLISTON CRESCENT"," ","OTTAWA","ON","6138665097","K1V 2J6"
"BOOMERANG FOOD INC","6120A","YONGE ST","UNIT 211","NORTH YORK","ON","6473005153","M2M 3W7"
" ","303","5975 AVENUE"," ","MONTRÉAL","QC","5143516931","H1M 2W3"
"GASTOWN COLLECTABLE INC.","525","PENDER ST. W CANADA"," ","VANCOUVER","BC","6046472274","V6B 1V5"
"0938100 B.C. LTD.","819","DAVIE ST"," ","VANCOUVER","BC","6047622052","V6Z 1B7"
"MON-EX TRADING LTD","56","DUNDAS ST W CANADA"," ","MISSISSAUGA","ON","9052680100","L5B1H3"
"BENHO GOLD & FX-TRADE CENTER","UNIT #117-5215","FINCH AVEUE EAST CANADA"," ","TORONTO","ON","4168453814","M1S 0C2"
"STARLET TELECOM INC.","544","JARRY ST WEST CANADA"," ","MONTREAL","QC","5143136757","H3N 1E9"
"GRANITE TOWER CAPITAL INC.","324","TRADERS BOULVARD EAST","SUITE 200","MISSISSAUGA","ON","9053662551","L4Z 1W7"
"SEAFORTH FINANCIAL INC.","18","KING STREET EAST","SUITE 900","TORONTO","ON","4165044100","M5C 1C4"
"2182459 ONTARIO INC.","289","FINCH AVENUE WEST CANADA"," ","TORONTO","ON","6474033715","M2R 1N2"
"MIDNIMO FINANCIAL GROUP INC.","60","PAVANE LINKWAY","UNIT 711","TORONTO","ON","6473424737","M3C 1A1"
" ","75","COLBOURNE DR"," ","WINNIPEG","MB","2048998079","R3Y 0K6"
"RK EMPIRE LTD.","1692","JANE STREET"," ","TORONTO","ON","4168454964","M9N 2S4"
"BONPRAIRIE GROUP INC.","15828","100 STREET NW"," ","EDMONTON","AB","7802312870","T5X 4E4"
"AKAL FOREIGN EXCHANGE INC.","201-4851","WESTWINDS DRIVE NE CANADA"," ","CALGARY","AB","4039757027","T3J 4L4"
"PAYMOBILE (ONTARIO) LTD.","244","GALAXY BLVD CANADA"," ","TORONTO","ON","4167678920","M9W 5R8"
"8180881 CANADA INC","161","CHIPWOOD CRES"," ","NORTH YORK","ON","4169038868","M2J 3X6"
"THRESHOLD FINANCIAL TECHNOLOGIES INC.","3269","AMERICAN DRIVE"," ","MISSISSAUGA","ON","9054612956","L4V 1V4"
"MIZAN EXPRESS","12250","205B STREET"," ","MAPLERIDGE","BC","6048313599","V2X 2N6"
"9261-8875 QUÉBEC INC.","2087","RUE GUY CANADA"," ","MONTREAL","QC","5143940804","H3H2L9"
"TORONTO MONEY EXCHANGE INC.","501 2200","ROCHE COURT"," ","MISSISSAUGA","ON","6479639556","L5K 3Z6"
"CANADA MONEY EXCHANGE INC.","501 2200","ROCHE COURT"," ","MISSISSAUGA","ON","6479639556","L5K 3Z6"
"VMONEY FINANCIAL TECHNOLOGY INC.","1030","DENMAN STREET","125A","VANCOUVER","BC","6049018287","V6G 2M6"
"BIGG BOSS TRADING & FOREIGN EXCHANGE INC.","197","WILKINSON RD","SUITE 9","BRAMPTON","ON","6478587850","L6T5E3"
"AL-WASSI TRADERS INC.","6","BRACKENRIDGE STEET"," ","AJAX","ON","4169965911","L1Z 1S4"
"METRO NIK TRADING AND FINANCIAL SERVICES LIMITED","56A","DUNDAS STREET WEST CANADA"," ","MISSISSAUGA","ON","6479851970","L5B 1H3"
"ESSENTIALPESA TRANSFERS LTD","6","4522 GORDON POINT DRIVE"," ","VICTORIA","BC","2505929887","V8N6L4"
"9261-6077 QUÉBEC INC.","370A","RUE JEAN TALON E"," ","MONTRÉAL","QC","5142799604","H2R 1T3"
"EARTHPORTFX","140","ALDERSGATE STREET"," ","LONDON"," ","02075940533","EC1A 4HY"
"1775487 ONTARIO INC.","1523","PHARMACY AVE CANADA"," ","SCARBOROUGH","ON","6477021995","M1R2K1"
"RBF FOREXWIT CURRENCY EXCHANGE INC.","8181","CAMBIE ROAD"," ","RICHMOND","BC","7782395219","V6X3X9"
"KORDLYN HOLDINGS INC.","550","CALDER DR"," ","POINT ROBERTS","WA","3609450653","98281"
" ","790","DAVENPORT ROAD"," ","TORONTO","ON","2898183766","M6G2B3"
"AGRANI REMITTANCE HOUSE CANADA INC.","2978","DANFORTH AVE"," ","TORONTO","ON","4165517348","M4C1M6"
"1525104 ALBERTA LTD","200 5970","CENTRE ST SE"," ","CALGARY","AB","4039927295","T2H0C1"
"PYRAMID CURRENCY EXCHANGE LTD.","UNIT 171-5951","MINORU BLVD CANADA"," ","RICHMOND","BC","6042441000","V6X4B1"
"AMAL EXPRESS EDMONTON LTD.","10603","107 AVE NW","UNIT 2","EDMONTON","AB","7804981666","T5H0W5"
"9245-9205 QUÉBEC INC.","7082","RUE ST-HUBERT"," ","MONTRÉAL","QC","5142775595","H2S2M9"
" ","18-788","SHAWNEE RD"," ","VICTORIA","BC","2508186228","V8Z 6M9"
" ","220","WELLINGTON ST N CANADA"," ","HAMILTON","ON","9055218966","L8L5A8"
"VALIMAGIC INC.","672","JANE STREET"," ","TORONTO","ON","6479711261","M6N 4A7"
"M-EXPRESS FINANCIAL GROUP LTD","213","#3","4800","ROAD"," ","RICHMOND","BC","7788726611","V6X2A7"
"ESEEDGROUP INCORPORATED","4805","48 ST"," ","RED DEER","AB","6473308202","T4N1S6"
"FAIRVIEW ASSESSMENT INC.","3355","HURONTARIO ST","UNIT 06","MISSISSAUGA","ON","9052766639","L5A4E7"
"KAVEH GENERAL TRADING INC.","2","CLAIRTRELL ROAD","SUITE 121","TORONTO","ON","4168279292","M2N7H5"
"KABAYAN REMITTANCE INC.","4731","VAN HORNE"," ","MONTREAL","QC","5143429665","H3W1H8"
"2338039 ONTARIO INC.","6","BAYEL CRESCENT"," ","RICHMOND HILL","ON","4164776099","L4S 1C2"
"RHONROSE FAST REMITTANCE INC","8","GLEN WATFORD DRIVE","UNIT G76","TORONTO","ON","4164572816","M1S 2C1"
"TRANSATLANTIC VENTURE CORP.","1416","10 WILLOWRIDGE ROAD"," ","TORONTO","ON","6477834007","M9R3Y8"
"DHILLON MONEY EXCHANGE &TRAVEL LTD","258","EAGLEMERE DRIVE"," ","WINNIPEG","MB","2049601544","R2K 4E6"
"HSY EXPRESS INC.","1717","60 SOUTH TOWN CENTER BLVD CANADA"," ","MARKHAM","ON","6475001566","L6G0C5"
"0948901 B.C. LTD.","2621","PALMERSTON AVE CANADA"," ","WEST VANCOUVER","BC","6047160083","V7V2W7"
"BASANT FOREX LTD.","8148","128TH STREET","UNIT 397","SURREY","BC","6043140000","V3W1R1"
"TCF TRANSFER SERVICES LTD","34","ALDERBROOK PLACE CANADA"," ","BOLTON","ON","9055813752","L7E1V3"
"MACH IT SYSTEMS INC.","402-260","SPADINA AVE. CANADA"," ","TORONTO","ON","4165676913","M5T 2E4"
"CHOICE MINTAGE COIN CORP.","1425 -4540","NO.3 RD"," ","RICHMOND","BC","6042329163","V6X 4E4"
"PAYMENEX CANADA INC.","118","TANDRIDGE CRES"," ","TORONTO","ON","4168035377","M9W5N9"
"2153611 ONTARIO LTD.","161","DAVIS DRIVE","UNIT","NEWMARKET","ON","9058305088","L3Y 2N3"
"SWAPFOREX LIMITED","-668","WEST 16TH AVENUE","UNIT 301","VANCOUVER","BC","7789858094","V5Z 1S6"
"NIBAL CURRENCY EXCHANGE INC.","833","PRESTON MANOR DRIVE"," ","MISSISSAUGA","ON","6479964945","L5V 2L7"
"7802617 CANADA INC.","4179","RUE JARRY E"," ","MONTREAL","QC","5147299888","H1Z2H5"
"VANCOUVER PROSPERITY FINANCIAL LTD","1155","THE HIGH ST","ROOM 2006","COQUITLAM","BC","6048423903","V3B7W4"
"2264188 ONTARIO INC.","-126","BIRDGE ST","UNIT 1","BRADFORD","ON","9057752274","L3Z3H2"
"FIL PAK MONEY BIZ INC.","21","DAWES ROAD"," ","BRAMPTON","ON","4162543359","L6X0R8"
"F & F FUND GROUP LTD.","10097","YONGE STREET","UNIT","RICHMOND HILL","ON","9052379050","L4C1T7"
"LMB TRADING INC.","10","MUIRHEAD RD","UNIT 1107","NORTH YORK","ON","6474059573","M2J4P9"
"1872605 ONTARIO INC.","1544","JANE STREET"," ","TORONTO","ON","6477482334","M9N 2R5"
"PEACE BRIDGE DUTY FREE INC.","1","PEACE BRIDGE PLAZA CANADA"," ","FORT ERIE","ON","9058715400","L2A 5N1"
"9250-4190 QUEBEC INC","4055","STE CATHERINE W","SUITE 99","MONTREAL","QC","5145571828","H3Z 3J8"
"GANPATI  MONEY EXCHANGE LTD","3625","NANAIMO CRES."," ","ABBOTFORD","BC","6048251534","V2T 4Z6"
" ","30","SLIPNEEDLE STREET"," ","BRAMPTON","ON","6476805586","L6S6L5"
"TOTAL FOREX LTD","9369","120TH STREET SCOTT ROAD"," ","DELTA","BC","6044970909","V4C6R9"
"HENG TONG TAI FOREIGN EXCHANGE CO. LTD","6099","ALDER STREET","UNIT 10","RICHMOND","BC","7788894666","V6Y 0A8"
"TRAVEL MIX LTD.","2777","STEELES AVENUE W","UNIT","TORONTO","ON","4168541259","M3J 3K5"
"PATELJI IMPEX LTD.","83","WAYFIELD DR"," ","WINNIPEG","MB","2042934950","R3T6C9"
"COMMERÇANTS PARTIA INC.","1405","DE MAISONNEUVE O."," ","MONTREAL","QC","5148444492","H3G 1M6"
"WIREPAY FINANCIAL INC.","225","FRANKLIN STREET"," ","BOSTON","MA","6172172007","02110"
"2342070 ONTARIO LTD","968","ST. CLAIR AVE WEST CANADA"," ","TORONTO","ON","4165878896","M6E1A1"
"PERSICA CURRENCY EXCHANGE INC.","6087","YONGE STREET"," ","NORTH YORK, TORONTO","ON","6472250911","M2M3W2"
"CANADIAN EXCHANGE INC.","500","DORIS AVE CANADA","APT 428","NORTH YORK","ON","6473442120","M2N 0C1"
"TURNPOINT INTERNATIONAL TRADING LTD","1204","4390 GRANGE ST"," ","BURNABY","BC","7789912699","V5H 1P6"
"PRO TRANSFER LIMITED","#709-50","BRIAN HARRISON WAY"," ","SCARBOROUGH","ON","6476188798","M1P5J4"
"MAPLE TRADING LTD.","17-2325","HURONTARIO STREET"," ","MISSISSAUGA","ON","4168309263","L5A4C7"
"NORTHERN UNION LIMITED","106 3341","MARKHAM RD"," ","SCARBOROUGH","ON","4162931700","M1X 0A5"
"SIGUE CORPORATION","13291","RALSTON AVE CANADA"," ","SYLMAR","CA","8184935101","91342"
"YORKCAM AUTO INC.","680","REXDALE BLVD","UNIT","TORONTO","ON","4166799261","M9W 0B5"
"INFINITY INTERNATIONAL LTD","25","CHRISTOPHER STREET"," ","LONDON"," ","011442033847280","EC2A2BS"
"8330115 CANADA INC.","450","JEAN-TALON OUEST"," ","MONTREAL","QC","5145085595","H3N 1R3"
"ERITCANA LIMITED","543","BARRY DR."," ","PICKERING","ON","4169537026","L1V5M4"
" ","303","10635 123 STREET NW"," ","EDMONTON","AB","7802151756","T5N1P3"
"ECOCARRIER INC.","30","EAST BEAVER CREEK ROAD","UNIT 209","RICHMOND HILL","ON","9055978133","L4B1J2"
"AN LINK FINANCIAL INC.","350","HIGHWAY 7 EAST","UNIT 310","RICHMOND HILL","ON","6479862966","L4B 3N2"
"SHAH AMANAT ENTERPRISE INC.","3216 A","EGLINTON AVE EAST","UNIT 1","SCARBOROUGH","ON","4162944258","M1J2H6"
"92681683 QUÉBEC INC.","2577","RUE JEAN-TALON EST"," ","MONTRÉAL","QC","5147296969","H2A1T8"
"CANARICH MUTUAL CAPITAL CORP.","#1435,4540","NO.3 RD."," ","RICHMOND","BC","6043662168","V6X4E4"
"RUIBANG GLOBAL TRAVEL SERVICE INC","8181","CAMBIE ROAD","UNIT 1110","RICHMOND","BC","6042480276","V6X3X9"
" ","1351","DANFORTH AVE CANADA"," ","TORONTO","ON","4168770311","M4J1N1"
"1852724 ONTARIO INC.","10231","YONGE STREET","UNIT A","RICHMOND HILL","ON","6478384242","L4C3B2"
"THE LIVING WORD INTERNATIONAL INC","1919","BAY C","31FIRST STREET"," ","CALGARY","AB","4034710956","T2B0S8"
"VINALINES CARGO EXPRESS LTD","1320","KINGSWAY STREET"," ","VANCOUVER","BC","6048750777","V5V 3E4"
"BUREAU DE CHANGE HABIB"," "," "," "," "," ","5146237767"," "
"LINA CENTRE D'AFFAIRES INC.","5372","QUEEN"," ","MONTREAL","QC","5146637981","H3X 1V3"
"NAC LOGISTICS INC.","50","COTTRELLE BLVD.","UNIT#29","BRAMPTON","ON","4163051200","L6S0E1"
"MANSAPAY (CANADA) PRIVATE LIMITED","928","7TH AVENUE NE CANADA"," ","CALGARY","AB","4038894580","T2E 0N8"
"8190852 CANADA INC","175-8171","YONGE STREET"," ","THORNHILL","ON","6478851933","L3T 2C6"
"CASH SMART CORP.","181","DUNDAS STREET EAST CANADA"," ","TORONTO","ON","4163062274","M5A 1Z4"
"LEOTEC I SOLUTIONS INC.","371","QUEEN STREET","SUITE 400","FREDERICTON","NB","5068028547","E3B 1B1"
"SASHFER LTD","12-12192","SYMONS VALLEY RD NW"," ","CALGARY","AB","4034015953","T3P 0A3"
"AFROCOIN INTERNATIONAL MOBILE MONEY LIMITED","6203","5TH AVE SW"," ","EDMONTON","AB","7806286877","T6X 0E8"
"CANADIAN ARENAS CORPORATION","2","TORONTO STREET","UNIT 227","TORONTO","ON","6472425095","M5C 2B5"
"MOUNT LOGAN INC.","5330","YONGE STREET","UNIT 207","NORTH YORK","ON","6478711884","M2N 5P9"
"CORPORATE FOREX SOLUTIONS LTD","47","50TH AVENUE EAST CANADA"," ","VANCOUVER","BC","7786881513","V5X 1A1"
"PUNJAB FOREX LTD.","103 8140","120 STREET"," ","SURREY","BC","6043491313","V3W 3N3"
"NATIONAL FACTORING X INC.","1267","ST. CLAIR AVE WEST","SUITE 3","TORONTO","ON","4164513810","M6E 1B8"
"ITICA GROUP CORP.","1614-701","DON MILLS RD"," ","TORONTO","ON","4168282535","M3C1R8"
"UNIVERSAL TRADING INC.","1901","DUFFERIN AVENUE"," ","SASKATOON","SK","6478811959","S7J 1B6"
"BILL JENKINS ENTERPRISES LTD.","9805","99TH STREET"," ","HIGH LEVEL","AB","7809263999","T0H 1Z0"
"9145-6186 QUEBEC INC","504","BEABIEN EST"," ","MONTREAL","QC","5142705544","H2S 1S5"
" ","3","CADE COURT"," ","MUNSTER","ON","6134029665","K0A3P0"
"ADARA GROUP INC","1","YONGE ST","SUITE 1801","TORONTO","ON","9056766000","M5E 1W7"
" ","5301","QUEEN"," ","MONTREAL","QC","5146600255","H3X 1T9"
"9261-0278 QUEBEC INC.","455","SAINTE-CATHERINE WEST CANADA"," ","MONTREAL","QC","5142865467","H3B1B1"
"RYW INC.","2750","14TH AVENUE","SUITE 305","MARKHAM","ON","9053057896","L3R 0B6"
"CB MONEY EXCHANGE SERVICE LTD","386","ROBSON STREET"," ","VANCOUVER","BC","7782386530","V6B 2B2"
"AGILITY FOREX LTD.","1507 885","WEST GEORGIA ST"," ","VANCOUVER","BC","6044842826","V6C 3E8"
"0960020 B.C. LTD.","1929","WEST 16TH AVENUE"," ","VANCOUVER","BC","6047231767","V6J 2M5"
"MCCALLUM BULLION & CURRENCY EXCHANGE LTD","1989","MCCALLUM RD"," ","ABBOTSFORD","BC","6048541524","V2S 3N3"
"MATSOURCE INC.","UNIT 226,7163","YONGE ST"," ","MARKHAM","ON","6478211409","L3T 2A9"
"IGREENTRADE CORPORATION","10597","BAYVIEW AVENUE"," ","RICHMOND HILL","ON","6476866895","L4C 0M9"
"PASHA FUND MANAGEMENT CORPORATION","1436","SANDHURST PLACE CANADA"," ","WEST VANCOUVER","BC","6047274271","V7S 2P3"
"GPS CAPITAL MARKETS, INC.","10813","SOUTH RIVER FRONT PARKWAY","SUITE 400","SOUTH JORDAN","UT","8019841080","84095"
"COMMUNICATIONS LINKSTEL INC.","800","JEAN TALON WEST CANADA"," ","MONTREAL","QC","5145911500","H3N 1S4"
"VCAN BUSINESS SOLUTIONS LTD.","925"," "," ","VANVOUVER","BC","6046877442","V6Z 1B9"
"SAYED MONEY TRANSFER LTD.","65","THORNCLIFFE PARK DRIVE","APT 1510","TORONTO","ON","4168549073","M4H 1L2"
" ","7041","OAK STREET"," ","VANCOUVER","BC","7789380782","V6P 3Z8"
"PAK DAO INC","25","OVERLEA BLVD","UNIT","TORONTO","ON","4164254848","M4H 1P9"
"SOESCROW.COM INC","847","9TH AVENUE"," ","LAVAL","QC","4503143887","H7R 4M1"
"BUREAU DE CHANGE COMFOREX INC.","1112","BOULEVARD ST-LAURENT"," ","MONTREAL","QC","5148711119","H2Z 1J5"
"7657188 CANADA INC.","1844","AVENUE"," ","MONTREAL","QC","5149242408","H2V1S3"
"8400466 CANADA INC.","92","INVERKIP AVENUE"," ","OTTAWA","ON","6137004747","K1T 4B9"
"CAXTON FX LTD"," ","BRESSENDEN PLACE CANADA"," ","LONDON"," ","442072010524","SW1E 5BH"
"1887951 ONTARIO INC.","419","KING STREET WEST CANADA"," ","OSHAWA","ON","9055761600","L1J2K5"
" ","5842","136 SREET"," ","SURREY","BC","6046156757","V3X 1H8"
"BIZCHEQUE REDEMPTION SERVICES LIMITED","311 270","SCARLETT ROAD"," ","YORK","ON","4168843737","M6N4X7"
"2261679 ONTARIO LTD","227","MAIN STREET NORTH CANADA"," ","KENORA","ON","8074654012","P9N 3C9"
"2358007 ONTARIO INC.","50","QUEEN STREET NORTH","SUITE 1020","KITCHENER","ON","4165409163","N2H 6M2"
"PAY2P FINANCIAL INC.","3942","CAPILANO ROAD"," ","NORTH VANCOUVER","BC","6044186864","V7R 4J2"
"ANBIEN CORPORATION","95","THORNCLIFFE PARK DRIVE","APT 3304","TORONTO","ON","4164296082","M4H 1L7"
" ","1347","RUE JEAN-MONTY"," ","CHAMBLY","QC","5149781659","J3L 5V7"
